Site,Date,Time,DateTime,Month,tempC,I,GPP.instant,K.instant,ER.instant,DO.meas,atmo.pressure
Site2,10/24/2022,6:31:00 PM,10/24/2022 18:31,10,16.77,0,0,0.0374,0.0903,7.14,0.99
Site2,10/24/2022,6:36:00 PM,10/24/2022 18:36,10,16.77,0,0,0.0374,0.0903,7.14,0.99
Site2,10/24/2022,6:41:00 PM,10/24/2022 18:41,10,16.66,0,0,0.0373,0.0897,7.13,0.99
Site2,10/24/2022,6:46:00 PM,10/24/2022 18:46,10,16.66,0,0,0.0373,0.0897,7.13,0.99
Site2,10/24/2022,6:51:00 PM,10/24/2022 18:51,10,16.55,0,0,0.0372,0.089,6.99,0.99
Site2,10/24/2022,6:56:00 PM,10/24/2022 18:56,10,16.55,0,0,0.0372,0.089,6.99,0.99
Site2,10/24/2022,7:01:00 PM,10/24/2022 19:01,10,16.47,0,0,0.0371,0.0884,7.02,0.99
Site2,10/24/2022,7:06:00 PM,10/24/2022 19:06,10,16.47,0,0,0.0371,0.0884,7.02,0.99
Site2,10/24/2022,7:11:00 PM,10/24/2022 19:11,10,16.35,0,0,0.037,0.0877,7.05,0.99
Site2,10/24/2022,7:16:00 PM,10/24/2022 19:16,10,16.35,0,0,0.037,0.0877,7.05,0.99
Site2,10/24/2022,7:21:00 PM,10/24/2022 19:21,10,16.26,0,0,0.0369,0.0872,7.02,0.99
Site2,10/24/2022,7:26:00 PM,10/24/2022 19:26,10,16.26,0,0,0.0369,0.0872,7.02,0.99
Site2,10/24/2022,7:31:00 PM,10/24/2022 19:31,10,16.17,0,0,0.0368,0.0866,7.07,0.99
Site2,10/24/2022,7:36:00 PM,10/24/2022 19:36,10,16.17,0,0,0.0368,0.0866,7.07,0.99
Site2,10/24/2022,7:41:00 PM,10/24/2022 19:41,10,16.02,0,0,0.0367,0.0858,7.09,0.99
Site2,10/24/2022,7:46:00 PM,10/24/2022 19:46,10,16.02,0,0,0.0367,0.0858,7.09,0.99
Site2,10/24/2022,7:51:00 PM,10/24/2022 19:51,10,15.87,0,0,0.0366,0.0849,7.15,0.99
Site2,10/24/2022,7:56:00 PM,10/24/2022 19:56,10,15.87,0,0,0.0366,0.0849,7.15,0.99
Site2,10/24/2022,8:01:00 PM,10/24/2022 20:01,10,15.78,0,0,0.0365,0.0843,5.57,0.99
Site2,10/24/2022,8:06:00 PM,10/24/2022 20:06,10,15.78,0,0,0.0365,0.0843,5.57,0.99
Site2,10/24/2022,8:11:00 PM,10/24/2022 20:11,10,15.66,0,0,0.0364,0.0836,7.1,0.99
Site2,10/24/2022,8:16:00 PM,10/24/2022 20:16,10,15.66,0,0,0.0364,0.0836,7.1,0.99
Site2,10/24/2022,8:21:00 PM,10/24/2022 20:21,10,15.55,0,0,0.0363,0.083,7.34,0.99
Site2,10/24/2022,8:26:00 PM,10/24/2022 20:26,10,15.55,0,0,0.0363,0.083,7.34,0.99
Site2,10/24/2022,8:31:00 PM,10/24/2022 20:31,10,15.43,0,0,0.0362,0.0823,7.39,0.99
Site2,10/24/2022,8:36:00 PM,10/24/2022 20:36,10,15.43,0,0,0.0362,0.0823,7.39,0.99
Site2,10/24/2022,8:41:00 PM,10/24/2022 20:41,10,15.34,0,0,0.0361,0.0818,7.37,0.99
Site2,10/24/2022,8:46:00 PM,10/24/2022 20:46,10,15.34,0,0,0.0361,0.0818,7.37,0.99
Site2,10/24/2022,8:51:00 PM,10/24/2022 20:51,10,15.25,0,0,0.036,0.0813,7.41,0.99
Site2,10/24/2022,8:56:00 PM,10/24/2022 20:56,10,15.25,0,0,0.036,0.0813,7.41,0.99
Site2,10/24/2022,9:01:00 PM,10/24/2022 21:01,10,15.13,0,0,0.0359,0.0806,7.43,0.99
Site2,10/24/2022,9:06:00 PM,10/24/2022 21:06,10,15.13,0,0,0.0359,0.0806,7.43,0.99
Site2,10/24/2022,9:11:00 PM,10/24/2022 21:11,10,15.04,0,0,0.0359,0.0801,7.45,0.99
Site2,10/24/2022,9:16:00 PM,10/24/2022 21:16,10,15.04,0,0,0.0359,0.0801,7.45,0.99
Site2,10/24/2022,9:21:00 PM,10/24/2022 21:21,10,14.94,0,0,0.0358,0.0796,7.45,0.99
Site2,10/24/2022,9:26:00 PM,10/24/2022 21:26,10,14.94,0,0,0.0358,0.0796,7.45,0.99
Site2,10/24/2022,9:31:00 PM,10/24/2022 21:31,10,14.83,0,0,0.0357,0.079,7.5,0.99
Site2,10/24/2022,9:36:00 PM,10/24/2022 21:36,10,14.83,0,0,0.0357,0.079,7.5,0.99
Site2,10/24/2022,9:41:00 PM,10/24/2022 21:41,10,14.78,0,0,0.0356,0.0787,7.48,0.99
Site2,10/24/2022,9:46:00 PM,10/24/2022 21:46,10,14.78,0,0,0.0356,0.0787,7.48,0.99
Site2,10/24/2022,9:51:00 PM,10/24/2022 21:51,10,14.66,0,0,0.0355,0.078,7.54,0.99
Site2,10/24/2022,9:56:00 PM,10/24/2022 21:56,10,14.66,0,0,0.0355,0.078,7.54,0.99
Site2,10/24/2022,10:01:00 PM,10/24/2022 22:01,10,14.58,0,0,0.0355,0.0776,7.56,0.99
Site2,10/24/2022,10:06:00 PM,10/24/2022 22:06,10,14.58,0,0,0.0355,0.0776,7.56,0.99
Site2,10/24/2022,10:11:00 PM,10/24/2022 22:11,10,14.5,0,0,0.0354,0.0772,7.6,0.99
Site2,10/24/2022,10:16:00 PM,10/24/2022 22:16,10,14.5,0,0,0.0354,0.0772,7.6,0.99
Site2,10/24/2022,10:21:00 PM,10/24/2022 22:21,10,14.43,0,0,0.0354,0.0768,7.62,0.99
Site2,10/24/2022,10:26:00 PM,10/24/2022 22:26,10,14.43,0,0,0.0354,0.0768,7.62,0.99
Site2,10/24/2022,10:31:00 PM,10/24/2022 22:31,10,14.33,0,0,0.0353,0.0763,7.66,0.99
Site2,10/24/2022,10:36:00 PM,10/24/2022 22:36,10,14.33,0,0,0.0353,0.0763,7.66,0.99
Site2,10/24/2022,10:41:00 PM,10/24/2022 22:41,10,14.29,0,0,0.0352,0.0761,7.63,0.99
Site2,10/24/2022,10:46:00 PM,10/24/2022 22:46,10,14.29,0,0,0.0352,0.0761,7.63,0.99
Site2,10/24/2022,10:51:00 PM,10/24/2022 22:51,10,14.23,0,0,0.0352,0.0757,7.67,0.99
Site2,10/24/2022,10:56:00 PM,10/24/2022 22:56,10,14.23,0,0,0.0352,0.0757,7.67,0.99
Site2,10/24/2022,11:01:00 PM,10/24/2022 23:01,10,14.15,0,0,0.0351,0.0753,7.7,0.99
Site2,10/24/2022,11:06:00 PM,10/24/2022 23:06,10,14.15,0,0,0.0351,0.0753,7.7,0.99
Site2,10/24/2022,11:11:00 PM,10/24/2022 23:11,10,14.12,0,0,0.0351,0.0752,7.69,0.99
Site2,10/24/2022,11:16:00 PM,10/24/2022 23:16,10,14.12,0,0,0.0351,0.0752,7.69,0.99
Site2,10/24/2022,11:21:00 PM,10/24/2022 23:21,10,14.08,0,0,0.0351,0.075,7.71,0.99
Site2,10/24/2022,11:26:00 PM,10/24/2022 23:26,10,14.08,0,0,0.0351,0.075,7.71,0.99
Site2,10/24/2022,11:31:00 PM,10/24/2022 23:31,10,14,0,0,0.035,0.0746,7.74,0.99
Site2,10/24/2022,11:36:00 PM,10/24/2022 23:36,10,14,0,0,0.035,0.0746,7.74,0.99
Site2,10/24/2022,11:41:00 PM,10/24/2022 23:41,10,14.02,0,0,0.035,0.0746,7.76,0.99
Site2,10/24/2022,11:46:00 PM,10/24/2022 23:46,10,14.02,0,0,0.035,0.0746,7.76,0.99
Site2,10/24/2022,11:51:00 PM,10/24/2022 23:51,10,13.99,0,0,0.035,0.0745,7.73,0.99
Site2,10/24/2022,11:56:00 PM,10/24/2022 23:56,10,13.99,0,0,0.035,0.0745,7.73,0.99
Site2,10/25/2022,12:01:00 AM,10/25/2022 0:01,10,13.96,0,0,0.0962,0.202,7.76,0.98
Site2,10/25/2022,12:06:00 AM,10/25/2022 0:06,10,13.96,0,0,0.0962,0.202,7.76,0.98
Site2,10/25/2022,12:11:00 AM,10/25/2022 0:11,10,13.88,0,0,0.096,0.2009,7.71,0.98
Site2,10/25/2022,12:16:00 AM,10/25/2022 0:16,10,13.88,0,0,0.096,0.2009,7.71,0.98
Site2,10/25/2022,12:21:00 AM,10/25/2022 0:21,10,13.89,0,0,0.096,0.201,7.76,0.98
Site2,10/25/2022,12:26:00 AM,10/25/2022 0:26,10,13.89,0,0,0.096,0.201,7.76,0.98
Site2,10/25/2022,12:31:00 AM,10/25/2022 0:31,10,13.9,0,0,0.096,0.2012,7.81,0.98
Site2,10/25/2022,12:36:00 AM,10/25/2022 0:36,10,13.9,0,0,0.096,0.2012,7.81,0.98
Site2,10/25/2022,12:41:00 AM,10/25/2022 0:41,10,13.91,0,0,0.096,0.2013,7.8,0.98
Site2,10/25/2022,12:46:00 AM,10/25/2022 0:46,10,13.91,0,0,0.096,0.2013,7.8,0.98
Site2,10/25/2022,12:51:00 AM,10/25/2022 0:51,10,13.9,0,0,0.096,0.2012,7.79,0.98
Site2,10/25/2022,12:56:00 AM,10/25/2022 0:56,10,13.9,0,0,0.096,0.2012,7.79,0.98
Site2,10/25/2022,1:01:00 AM,10/25/2022 1:01,10,13.92,0,0,0.0961,0.2015,7.82,0.98
Site2,10/25/2022,1:06:00 AM,10/25/2022 1:06,10,13.92,0,0,0.0961,0.2015,7.82,0.98
Site2,10/25/2022,1:11:00 AM,10/25/2022 1:11,10,13.98,0,0,0.0962,0.2024,7.8,0.98
Site2,10/25/2022,1:16:00 AM,10/25/2022 1:16,10,13.98,0,0,0.0962,0.2024,7.8,0.98
Site2,10/25/2022,1:21:00 AM,10/25/2022 1:21,10,14.02,0,0,0.0963,0.2029,7.77,0.98
Site2,10/25/2022,1:26:00 AM,10/25/2022 1:26,10,14.02,0,0,0.0963,0.2029,7.77,0.98
Site2,10/25/2022,1:31:00 AM,10/25/2022 1:31,10,14.03,0,0,0.0963,0.203,7.77,0.98
Site2,10/25/2022,1:36:00 AM,10/25/2022 1:36,10,14.03,0,0,0.0963,0.203,7.77,0.98
Site2,10/25/2022,1:41:00 AM,10/25/2022 1:41,10,13.97,0,0,0.0962,0.2022,7.79,0.98
Site2,10/25/2022,1:46:00 AM,10/25/2022 1:46,10,13.97,0,0,0.0962,0.2022,7.79,0.98
Site2,10/25/2022,1:51:00 AM,10/25/2022 1:51,10,13.94,0,0,0.0961,0.2018,7.77,0.98
Site2,10/25/2022,1:56:00 AM,10/25/2022 1:56,10,13.94,0,0,0.0961,0.2018,7.77,0.98
Site2,10/25/2022,2:01:00 AM,10/25/2022 2:01,10,13.92,0,0,0.0961,0.2015,7.78,0.98
Site2,10/25/2022,2:06:00 AM,10/25/2022 2:06,10,13.92,0,0,0.0961,0.2015,7.78,0.98
Site2,10/25/2022,2:11:00 AM,10/25/2022 2:11,10,13.91,0,0,0.0961,0.2014,7.8,0.98
Site2,10/25/2022,2:16:00 AM,10/25/2022 2:16,10,13.91,0,0,0.0961,0.2014,7.8,0.98
Site2,10/25/2022,2:21:00 AM,10/25/2022 2:21,10,13.89,0,0,0.096,0.201,7.83,0.98
Site2,10/25/2022,2:26:00 AM,10/25/2022 2:26,10,13.89,0,0,0.096,0.201,7.83,0.98
Site2,10/25/2022,2:31:00 AM,10/25/2022 2:31,10,13.91,0,0,0.096,0.2013,7.85,0.98
Site2,10/25/2022,2:36:00 AM,10/25/2022 2:36,10,13.91,0,0,0.096,0.2013,7.85,0.98
Site2,10/25/2022,2:41:00 AM,10/25/2022 2:41,10,13.91,0,0,0.096,0.2013,7.78,0.98
Site2,10/25/2022,2:46:00 AM,10/25/2022 2:46,10,13.91,0,0,0.096,0.2013,7.78,0.98
Site2,10/25/2022,2:51:00 AM,10/25/2022 2:51,10,13.92,0,0,0.0961,0.2015,7.82,0.98
Site2,10/25/2022,2:56:00 AM,10/25/2022 2:56,10,13.92,0,0,0.0961,0.2015,7.82,0.98
Site2,10/25/2022,3:01:00 AM,10/25/2022 3:01,10,13.9,0,0,0.096,0.2012,7.87,0.98
Site2,10/25/2022,3:06:00 AM,10/25/2022 3:06,10,13.9,0,0,0.096,0.2012,7.87,0.98
Site2,10/25/2022,3:11:00 AM,10/25/2022 3:11,10,13.91,0,0,0.0961,0.2014,7.8,0.98
Site2,10/25/2022,3:16:00 AM,10/25/2022 3:16,10,13.91,0,0,0.0961,0.2014,7.8,0.98
Site2,10/25/2022,3:21:00 AM,10/25/2022 3:21,10,13.92,0,0,0.0961,0.2015,7.8,0.98
Site2,10/25/2022,3:26:00 AM,10/25/2022 3:26,10,13.92,0,0,0.0961,0.2015,7.8,0.98
Site2,10/25/2022,3:31:00 AM,10/25/2022 3:31,10,13.91,0,0,0.0961,0.2014,7.77,0.98
Site2,10/25/2022,3:36:00 AM,10/25/2022 3:36,10,13.91,0,0,0.0961,0.2014,7.77,0.98
Site2,10/25/2022,3:41:00 AM,10/25/2022 3:41,10,13.93,0,0,0.0961,0.2016,7.72,0.98
Site2,10/25/2022,3:46:00 AM,10/25/2022 3:46,10,13.93,0,0,0.0961,0.2016,7.72,0.98
Site2,10/25/2022,3:51:00 AM,10/25/2022 3:51,10,13.9,0,0,0.096,0.2012,7.6,0.98
Site2,10/25/2022,3:56:00 AM,10/25/2022 3:56,10,13.9,0,0,0.096,0.2012,7.6,0.98
Site2,10/25/2022,4:01:00 AM,10/25/2022 4:01,10,13.91,0,0,0.0961,0.2014,7.75,0.98
Site2,10/25/2022,4:06:00 AM,10/25/2022 4:06,10,13.91,0,0,0.0961,0.2014,7.75,0.98
Site2,10/25/2022,4:11:00 AM,10/25/2022 4:11,10,13.91,0,0,0.0961,0.2014,7.82,0.98
Site2,10/25/2022,4:16:00 AM,10/25/2022 4:16,10,13.91,0,0,0.0961,0.2014,7.82,0.98
Site2,10/25/2022,4:21:00 AM,10/25/2022 4:21,10,13.94,0,0,0.0961,0.2018,7.78,0.98
Site2,10/25/2022,4:26:00 AM,10/25/2022 4:26,10,13.94,0,0,0.0961,0.2018,7.78,0.98
Site2,10/25/2022,4:31:00 AM,10/25/2022 4:31,10,13.97,0,0,0.0962,0.2022,7.58,0.98
Site2,10/25/2022,4:36:00 AM,10/25/2022 4:36,10,13.97,0,0,0.0962,0.2022,7.58,0.98
Site2,10/25/2022,4:41:00 AM,10/25/2022 4:41,10,13.98,0,0,0.0962,0.2024,7.73,0.98
Site2,10/25/2022,4:46:00 AM,10/25/2022 4:46,10,13.98,0,0,0.0962,0.2024,7.73,0.98
Site2,10/25/2022,4:51:00 AM,10/25/2022 4:51,10,13.99,0,0,0.0962,0.2025,7.63,0.98
Site2,10/25/2022,4:56:00 AM,10/25/2022 4:56,10,13.99,0,0,0.0962,0.2025,7.63,0.98
Site2,10/25/2022,5:01:00 AM,10/25/2022 5:01,10,14.04,0,0,0.0964,0.2032,7.7,0.98
Site2,10/25/2022,5:06:00 AM,10/25/2022 5:06,10,14.04,0,0,0.0964,0.2032,7.7,0.98
Site2,10/25/2022,5:11:00 AM,10/25/2022 5:11,10,14.07,0,0,0.0964,0.2036,7.73,0.98
Site2,10/25/2022,5:16:00 AM,10/25/2022 5:16,10,14.07,0,0,0.0964,0.2036,7.73,0.98
Site2,10/25/2022,5:21:00 AM,10/25/2022 5:21,10,14.09,0,0,0.0965,0.2038,7.79,0.98
Site2,10/25/2022,5:26:00 AM,10/25/2022 5:26,10,14.09,0,0,0.0965,0.2038,7.79,0.98
Site2,10/25/2022,5:31:00 AM,10/25/2022 5:31,10,14.12,0,0,0.0965,0.2043,7.76,0.98
Site2,10/25/2022,5:36:00 AM,10/25/2022 5:36,10,14.12,0,0,0.0965,0.2043,7.76,0.98
Site2,10/25/2022,5:41:00 AM,10/25/2022 5:41,10,14.15,0,0,0.0966,0.2047,7.73,0.98
Site2,10/25/2022,5:46:00 AM,10/25/2022 5:46,10,14.15,0,0,0.0966,0.2047,7.73,0.98
Site2,10/25/2022,5:51:00 AM,10/25/2022 5:51,10,14.17,0,0,0.0966,0.2049,7.71,0.98
Site2,10/25/2022,5:56:00 AM,10/25/2022 5:56,10,14.17,0,0,0.0966,0.2049,7.71,0.98
Site2,10/25/2022,6:01:00 AM,10/25/2022 6:01,10,14.2,0,0,0.0967,0.2054,7.76,0.98
Site2,10/25/2022,6:06:00 AM,10/25/2022 6:06,10,14.2,0,0,0.0967,0.2054,7.76,0.98
Site2,10/25/2022,6:11:00 AM,10/25/2022 6:11,10,14.24,0,0,0.0968,0.2059,7.77,0.98
Site2,10/25/2022,6:16:00 AM,10/25/2022 6:16,10,14.24,0,0,0.0968,0.2059,7.77,0.98
Site2,10/25/2022,6:21:00 AM,10/25/2022 6:21,10,14.24,0,0,0.0968,0.2059,7.78,0.98
Site2,10/25/2022,6:26:00 AM,10/25/2022 6:26,10,14.24,0,0,0.0968,0.2059,7.78,0.98
Site2,10/25/2022,6:31:00 AM,10/25/2022 6:31,10,14.3,0,0,0.0969,0.2068,7.71,0.98
Site2,10/25/2022,6:36:00 AM,10/25/2022 6:36,10,14.3,0,0,0.0969,0.2068,7.71,0.98
Site2,10/25/2022,6:41:00 AM,10/25/2022 6:41,10,14.3,0.0529,0.0001,0.097,0.2069,7.63,0.98
Site2,10/25/2022,6:46:00 AM,10/25/2022 6:46,10,14.3,0.0529,0.0001,0.097,0.2069,7.63,0.98
Site2,10/25/2022,6:51:00 AM,10/25/2022 6:51,10,14.31,0.6817,0.0009,0.097,0.2071,7.67,0.98
Site2,10/25/2022,6:56:00 AM,10/25/2022 6:56,10,14.31,0.6817,0.0009,0.097,0.2071,7.67,0.98
Site2,10/25/2022,7:01:00 AM,10/25/2022 7:01,10,14.33,1.5018,0.002,0.097,0.2073,7.69,0.98
Site2,10/25/2022,7:06:00 AM,10/25/2022 7:06,10,14.33,1.5018,0.002,0.097,0.2073,7.69,0.98
Site2,10/25/2022,7:11:00 AM,10/25/2022 7:11,10,14.36,5.6062,0.0076,0.0971,0.2077,7.66,0.98
Site2,10/25/2022,7:16:00 AM,10/25/2022 7:16,10,14.36,5.6062,0.0076,0.0971,0.2077,7.66,0.98
Site2,10/25/2022,7:21:00 AM,10/25/2022 7:21,10,14.39,12.3136,0.0167,0.0972,0.2082,7.75,0.98
Site2,10/25/2022,7:26:00 AM,10/25/2022 7:26,10,14.39,12.3136,0.0167,0.0972,0.2082,7.75,0.98
Site2,10/25/2022,7:31:00 AM,10/25/2022 7:31,10,14.43,19.7136,0.0267,0.0973,0.2088,7.81,0.98
Site2,10/25/2022,7:36:00 AM,10/25/2022 7:36,10,14.43,19.7136,0.0267,0.0973,0.2088,7.81,0.98
Site2,10/25/2022,7:41:00 AM,10/25/2022 7:41,10,14.45,26.9834,0.0365,0.0973,0.209,8.01,0.98
Site2,10/25/2022,7:46:00 AM,10/25/2022 7:46,10,14.45,26.9834,0.0365,0.0973,0.209,8.01,0.98
Site2,10/25/2022,7:51:00 AM,10/25/2022 7:51,10,14.52,20.6845,0.028,0.0975,0.21,8.07,0.98
Site2,10/25/2022,7:56:00 AM,10/25/2022 7:56,10,14.52,20.6845,0.028,0.0975,0.21,8.07,0.98
Site2,10/25/2022,8:01:00 AM,10/25/2022 8:01,10,14.58,43.3581,0.0587,0.0976,0.2109,8.15,0.98
Site2,10/25/2022,8:06:00 AM,10/25/2022 8:06,10,14.58,43.3581,0.0587,0.0976,0.2109,8.15,0.98
Site2,10/25/2022,8:11:00 AM,10/25/2022 8:11,10,14.67,48.2954,0.0654,0.0978,0.2122,8.33,0.98
Site2,10/25/2022,8:16:00 AM,10/25/2022 8:16,10,14.67,48.2954,0.0654,0.0978,0.2122,8.33,0.98
Site2,10/25/2022,8:21:00 AM,10/25/2022 8:21,10,14.77,15.8419,0.0214,0.098,0.2137,8.37,0.98
Site2,10/25/2022,8:26:00 AM,10/25/2022 8:26,10,14.77,15.8419,0.0214,0.098,0.2137,8.37,0.98
Site2,10/25/2022,8:31:00 AM,10/25/2022 8:31,10,14.79,23.6208,0.032,0.0981,0.214,8.25,0.98
Site2,10/25/2022,8:36:00 AM,10/25/2022 8:36,10,14.79,23.6208,0.032,0.0981,0.214,8.25,0.98
Site2,10/25/2022,8:41:00 AM,10/25/2022 8:41,10,14.84,29.2211,0.0396,0.0982,0.2148,8.23,0.98
Site2,10/25/2022,8:46:00 AM,10/25/2022 8:46,10,14.84,29.2211,0.0396,0.0982,0.2148,8.23,0.98
Site2,10/25/2022,8:51:00 AM,10/25/2022 8:51,10,14.89,50.32,0.0681,0.0983,0.2155,8.27,0.98
Site2,10/25/2022,8:56:00 AM,10/25/2022 8:56,10,14.89,50.32,0.0681,0.0983,0.2155,8.27,0.98
Site2,10/25/2022,9:01:00 AM,10/25/2022 9:01,10,14.97,73.408,0.0994,0.0985,0.2167,8.44,0.98
Site2,10/25/2022,9:06:00 AM,10/25/2022 9:06,10,14.97,73.408,0.0994,0.0985,0.2167,8.44,0.98
Site2,10/25/2022,9:11:00 AM,10/25/2022 9:11,10,15.09,50.5568,0.0685,0.0988,0.2185,8.52,0.98
Site2,10/25/2022,9:16:00 AM,10/25/2022 9:16,10,15.09,50.5568,0.0685,0.0988,0.2185,8.52,0.98
Site2,10/25/2022,9:21:00 AM,10/25/2022 9:21,10,15.15,36.8816,0.0499,0.0989,0.2194,8.54,0.98
Site2,10/25/2022,9:26:00 AM,10/25/2022 9:26,10,15.15,36.8816,0.0499,0.0989,0.2194,8.54,0.98
Site2,10/25/2022,9:31:00 AM,10/25/2022 9:31,10,15.18,33.969,0.046,0.099,0.2199,8.39,0.98
Site2,10/25/2022,9:36:00 AM,10/25/2022 9:36,10,15.18,33.969,0.046,0.099,0.2199,8.39,0.98
Site2,10/25/2022,9:41:00 AM,10/25/2022 9:41,10,15.23,39.8771,0.054,0.0991,0.2206,8.37,0.98
Site2,10/25/2022,9:46:00 AM,10/25/2022 9:46,10,15.23,39.8771,0.054,0.0991,0.2206,8.37,0.98
Site2,10/25/2022,9:51:00 AM,10/25/2022 9:51,10,15.28,40.8243,0.0553,0.0992,0.2214,8.34,0.98
Site2,10/25/2022,9:56:00 AM,10/25/2022 9:56,10,15.28,40.8243,0.0553,0.0992,0.2214,8.34,0.98
Site2,10/25/2022,10:01:00 AM,10/25/2022 10:01,10,15.31,49.5149,0.067,0.0993,0.2219,8.3,0.98
Site2,10/25/2022,10:06:00 AM,10/25/2022 10:06,10,15.31,49.5149,0.067,0.0993,0.2219,8.3,0.98
Site2,10/25/2022,10:11:00 AM,10/25/2022 10:11,10,15.37,56.7136,0.0768,0.0995,0.2228,8.39,0.98
Site2,10/25/2022,10:16:00 AM,10/25/2022 10:16,10,15.37,56.7136,0.0768,0.0995,0.2228,8.39,0.98
Site2,10/25/2022,10:21:00 AM,10/25/2022 10:21,10,15.4,36.4317,0.0493,0.0995,0.2232,8.35,0.98
Site2,10/25/2022,10:26:00 AM,10/25/2022 10:26,10,15.4,36.4317,0.0493,0.0995,0.2232,8.35,0.98
Site2,10/25/2022,10:31:00 AM,10/25/2022 10:31,10,15.49,89.6998,0.1215,0.0997,0.2247,8.35,0.98
Site2,10/25/2022,10:36:00 AM,10/25/2022 10:36,10,15.49,89.6998,0.1215,0.0997,0.2247,8.35,0.98
Site2,10/25/2022,10:41:00 AM,10/25/2022 10:41,10,15.59,97.3248,0.1318,0.1,0.2262,8.54,0.98
Site2,10/25/2022,10:46:00 AM,10/25/2022 10:46,10,15.59,97.3248,0.1318,0.1,0.2262,8.54,0.98
Site2,10/25/2022,10:51:00 AM,10/25/2022 10:51,10,15.79,257.5437,0.3487,0.1005,0.2294,8.86,0.98
Site2,10/25/2022,10:56:00 AM,10/25/2022 10:56,10,15.79,257.5437,0.3487,0.1005,0.2294,8.86,0.98
Site2,10/25/2022,11:01:00 AM,10/25/2022 11:01,10,16.15,191.8554,0.2598,0.1013,0.2352,8.93,0.98
Site2,10/25/2022,11:06:00 AM,10/25/2022 11:06,10,16.15,191.8554,0.2598,0.1013,0.2352,8.93,0.98
Site2,10/25/2022,11:11:00 AM,10/25/2022 11:11,10,16.4,186.0301,0.2519,0.1019,0.2392,8.99,0.98
Site2,10/25/2022,11:16:00 AM,10/25/2022 11:16,10,16.4,186.0301,0.2519,0.1019,0.2392,8.99,0.98
Site2,10/25/2022,11:21:00 AM,10/25/2022 11:21,10,16.43,62.3258,0.0844,0.102,0.2398,8.76,0.98
Site2,10/25/2022,11:26:00 AM,10/25/2022 11:26,10,16.43,62.3258,0.0844,0.102,0.2398,8.76,0.98
Site2,10/25/2022,11:31:00 AM,10/25/2022 11:31,10,16.35,113.664,0.1539,0.1018,0.2384,8.56,0.98
Site2,10/25/2022,11:36:00 AM,10/25/2022 11:36,10,16.35,113.664,0.1539,0.1018,0.2384,8.56,0.98
Site2,10/25/2022,11:41:00 AM,10/25/2022 11:41,10,16.38,108.4544,0.1468,0.1019,0.239,8.59,0.98
Site2,10/25/2022,11:46:00 AM,10/25/2022 11:46,10,16.38,108.4544,0.1468,0.1019,0.239,8.59,0.98
Site2,10/25/2022,11:51:00 AM,10/25/2022 11:51,10,16.52,120.1997,0.1628,0.1022,0.2412,8.66,0.98
Site2,10/25/2022,11:56:00 AM,10/25/2022 11:56,10,16.52,120.1997,0.1628,0.1022,0.2412,8.66,0.98
Site2,10/25/2022,12:01:00 PM,10/25/2022 12:01,10,16.67,103.2448,0.1398,0.1026,0.2438,8.75,0.98
Site2,10/25/2022,12:06:00 PM,10/25/2022 12:06,10,16.67,103.2448,0.1398,0.1026,0.2438,8.75,0.98
Site2,10/25/2022,12:11:00 PM,10/25/2022 12:11,10,16.82,149.4682,0.2024,0.103,0.2464,8.83,0.98
Site2,10/25/2022,12:16:00 PM,10/25/2022 12:16,10,16.82,149.4682,0.2024,0.103,0.2464,8.83,0.98
Site2,10/25/2022,12:21:00 PM,10/25/2022 12:21,10,16.94,135.5443,0.1835,0.1032,0.2484,9.02,0.98
Site2,10/25/2022,12:26:00 PM,10/25/2022 12:26,10,16.94,135.5443,0.1835,0.1032,0.2484,9.02,0.98
Site2,10/25/2022,12:31:00 PM,10/25/2022 12:31,10,16.99,53.4221,0.0723,0.1034,0.2493,8.83,0.98
Site2,10/25/2022,12:36:00 PM,10/25/2022 12:36,10,16.99,53.4221,0.0723,0.1034,0.2493,8.83,0.98
Site2,10/25/2022,12:41:00 PM,10/25/2022 12:41,10,16.91,35.6384,0.0483,0.1032,0.2479,8.57,0.98
Site2,10/25/2022,12:46:00 PM,10/25/2022 12:46,10,16.91,35.6384,0.0483,0.1032,0.2479,8.57,0.98
Site2,10/25/2022,12:51:00 PM,10/25/2022 12:51,10,16.82,28.937,0.0392,0.103,0.2464,8.31,0.98
Site2,10/25/2022,12:56:00 PM,10/25/2022 12:56,10,16.82,28.937,0.0392,0.103,0.2464,8.31,0.98
Site2,10/25/2022,1:01:00 PM,10/25/2022 13:01,10,16.75,21.1995,0.0287,0.1028,0.2451,8.12,0.98
Site2,10/25/2022,1:06:00 PM,10/25/2022 13:06,10,16.75,21.1995,0.0287,0.1028,0.2451,8.12,0.98
Site2,10/25/2022,1:11:00 PM,10/25/2022 13:11,10,16.75,50.9357,0.069,0.1028,0.2451,7.97,0.98
Site2,10/25/2022,1:16:00 PM,10/25/2022 13:16,10,16.75,50.9357,0.069,0.1028,0.2451,7.97,0.98
Site2,10/25/2022,1:21:00 PM,10/25/2022 13:21,10,16.75,39.368,0.0533,0.1028,0.2451,8.02,0.98
Site2,10/25/2022,1:26:00 PM,10/25/2022 13:26,10,16.75,39.368,0.0533,0.1028,0.2451,8.02,0.98
Site2,10/25/2022,1:31:00 PM,10/25/2022 13:31,10,16.84,76.6758,0.1038,0.103,0.2467,8.17,0.98
